Username,Tweet,Sentiment_Value
farmigasvera,why am i watching a live video of james charles and tati’s sub counts what’s wrong w me I’ve never been even slightly invested in the beauty community,negative
listenmillie,all of the teens that paid to see james charles and bought his merch at his sister scam tour after watching tati’s video exposing him https://t.co/qxym6ifMoq,neutral
tiredhuh,Not gonna say anything about James Charles and Tati. Imma keep my opinion in my head than I speak it up but gonna break someone’s heart by it. Happy Weekend ✨,positive
alma_dgg,"I just watched a 40min video of the beef between Tati and James Charles and omg how people can be so toxic and take things for granted, that’s just so bad. And the things he did for boys ammmm that’s sexual harassment.",negative
jiiiminiie,"i'm getting ready while listening to tati expose james charles 
wow what a morning",positive
syakiriskandarr,ok im gonna watch the tati x james charles video later bcs my phone is dying,positive
AlanMcGinlay,I feel glad that I have not a scooby doo who Tati Westbrook and James Charles are...,positive
ohgoshkait,"nobody:
tati to james charles: https://t.co/jrgLnBMB3z",neutral
MusicAlertt,"James Charles’ apology video “tati” has now recieved 1 MILLION dislikes in 10 hours 😬

As of 2019, this is now the most DISLIKED video of the year. https://t.co/MDqrhnY8Ce",positive
DommMcG,"I watched the Tati/James Charles videos, I like when he was trying to cry when talking about his mum, not one tear was produced and he was instantly composed about 0.2 seconds later, very genuine!!! Xoxox",positive
emmaleck01,Tati and whole beauty community when she shut down James Charles https://t.co/K0JTPfr0eb,positive
anugov1,james charles fake crying in his most recent video about tati is me trying to convince my teacher to turn my 28 in the class to passing,negative
SamskiB,@hellokassanova James Charles is basically cancelled. Tati called him out after she had enough of his shit and Gabriel always puts his unwanted 2p’s worth in.,positive
tshavntuj916,tati westbrook really took james charles by the neck and dragged him through the fire,positive
danmunozbarca,Y’all would rather tweet about Tati and James Charles but this is what we all should be talking about https://t.co/jY3d0V8aog,neutral
burberryeri,@dedemxrn @AliyahBanner Lol James Charles just entered the beauty industry and is worth more than Tati. Pls check the stats they mad and want to stop his bagggg. He also has a bigger fan base. Like I said the student out did the teacher periodt.,positive
kiwisdelrey,how in the world did James Charles have over 15million+ subscribers while queen tati was at 5million something,neutral
ConorRing,Me going on YouTube to watch James Charles' subscriber count drop at a rapid pace &amp; Tati's increase xo https://t.co/AwqP6o9zqy,neutral
elviskhristian_,@CurrentPop @jamescharles All these Stan pages!!...can y'all chill!!!??... report on useful things!!!....leave James Charles alone!!!!...it's none of your business!!!...Tati was clout chasing!!!...and used James and y'all fell for it!!,positive
CUDlGRANTT,i cant believe tati westbrook singehandely started and ended james charles career,neutral
JenniferVilchiz,"Wow every minute James Charles is loosing about 1,000 suscribers🤯🤷🏻‍♀️ #tati",positive
stephkutz44,James Charles leaves Australian fans waiting for two hours at meet and greet https://t.co/HWcS7gSX1a,neutral
KennedyEchart,Me watching Tati (rightfully) rip James Charles to shreds for 43 minutes https://t.co/pwh2AxlnBd,neutral
BrianLei17,i just can't believe james charles lost 1 million subs just becoz of tati😔,neutral
ChrisNguyenABC7,"James Charles subscriber count falls by 1 million after Tati Westbrook speaks out, polarizing YouTube beauty community. https://t.co/suCXdkK1pb",neutral
genesisnjh,finally caught up with the james charles drama!!! we love one (1) Tati,positive
paulmarmeto,Is james charles and tati westbrook will have their 10M subs celeb? HAHAHAH,neutral
Shutheesmurfup,3 of my favs @earfmuva @supermilksan @cheritaisrandom all put out videos on the Tati James Charles and let me just says point were made in all of their videos,neutral
LlGHTSWECHASE,"james charles: omg i’m going to africa i’m gonna get ebola ! 😫
y’all: *silence*
tati: james charles is a bad guy 
y’all: omg yes QWEEN DRAG HIM!!!!!",negative
KVibes7,@JeffreeStar People were wondering if @JeffreeStar was going to drop James Charles as a friend and in my opinion I feel like he only tolerated James for Tati. At the end of the day we know Jeffree values loyalty and respect more than anything else so I'm not surprised this is happening 💋❤,positive
shaschii,"James Charles: dOn’T woRrY, i’M a cEleBriTy 

Tati: Snapped 

Jeffree: My Pink VAULT closet tour",negative
BrittvnyTy,This whole James Charles and Tati thing is pathetic. It’s not hard to cut somebody off at all. And y’all tryna cancel him as if y’all don’t do the same shit. Only difference is y’all BROKE. Stfu,negative
_JARMAND_,"Whats this tati james charles tea, i wanna sip summa that. Shits wildin",neutral
fvckstrations,fuck james charles. fuck jeffree star. fuck tati. fuck bretman rock. fuck wannabe MUA shane dawson. fuck them all.,negative
scamadith,me opening up twitter for the first time today and seeing all this james charles/tati drama https://t.co/OJUJGlC4eu,positive
jaelyndashiell,I didn’t watch Tati’s video. But what’s alarming is the number of people coming out with similar James Charles horror stories. How long was y’all gonna let this go on? https://t.co/sdPeHGZRku,negative
quincyshea_,James Charles’ apology video is just him rambling about nothing for 8 minutes straight lol. I usually don’t care about tea like this but Tati came for BLOOD and I am in it,positive
legallyines,can we just talk about tati’s scorpio moon. she really had to feel extremely betrayed (which she did) to make such a long and organized video calling out james charles,positive
cz4chu,"Tati Westbrook, Jeffree Star and Shane Dawson when they meet after James Charles career ended https://t.co/uYSzuD5QOH",neutral
georgwithey,"james charles has lost over 1mil followers already and tati has gained them, time for the true beauty guru legend to earn some time in the sun x",positive
Mikenzi29809142,"I honestly hate this whole James Charles and Tati situation. I love them both. I’ve grown up watching Tati, and I’ve watched James grow as an influencer. I’m really upset with both parts. They were both in the wrong. That is that.",negative
marouarose1,tati ended james charles career in a graceful manner n to that  I fully stan her on a higher level #ByeSister,positive
ChristyRoybal,Can someone tell me what’s going on with James Charles &amp; Tati?? Because I’m nosey &amp; I really wanna know but I don’t want to have to watch the video,positive
mariam_nasser,I haven't even touched what i should study for tomorrow's exam but been retweeting everything about tati and james charles.. forgive me lord,neutral
gladxlo_,Imagine having a mentor like Tati and throwing it away for something so dumb??? someone who gave you a career...for FREE? geez James Charles really fucked up this time lmaoo https://t.co/iJp3rybHLf,negative
vishne0,"James Charles responds to Tati Westbrook

https://t.co/V32sjOqmRz

#cybersecurity #infosec #security",neutral
__T3LL3Y,"James Charles a clown, tati put you on to real bread.. like Ms. She the last person to step on toes",positive
jessiessien,Tati after destroying James Charles career LMAOOOOOOO https://t.co/2wbSMlvAWB,negative
TheTerriDiaries,"I’d really love to hear @FriendZonePod talk about this James Charles/Tati “scandal”. There’s so many layers - friendship, influencer culture, business, social media. Especially with @HeyFranHey and y’all’s circle including so many OG YouTubers.",positive
sydneycmendoza,"James Charles: “tati”
Everyone: https://t.co/Fh0w2gIx0y",neutral
SaucedaHaley,If you think this old lady crying about a little mistake James Charles made “broke” his career then y’all seriously need to reconsider y’alls lives. No one is perfect and honestly I’ve never even heard of Tati until yesterday.,positive
DaniTylerSanti,The same day Tati posted her video is the same day I got my James Charles palette in the mail LMAAOOOO @ myself,neutral
image_magazine,Influencer drama: The Tati Westbrook and James Charles fallout https://t.co/Jdt3QUe9DK,neutral
belladinos,fuck james charles fuck tati fuck sugar bear hair i don’t wanna see this on my tl anymore😂😂😂😂,negative
BuzzPainter,18 Reactions To The James Charles And Tati Westbrook Drama https://t.co/1a2pAz2ReX https://t.co/Z22a5l6eVY,neutral
Konami_Ai,"@pewdiepie At first I thought you were talking about Tati's video, not James Charles' half-ass wannabe video TITLED ""Tati"". Lol",positive
comfortofmycar,opinions on james charles and the video addressing tati?,neutral
Stardust_Megu,"On one hand I'm glad that somone as prominent as Tati made that video on James Charles and publicly condemning him, but on the other hand I felt that she made it because it was affecting her. Where was she when he did the racist and transphobic shit? (1/6)",positive
kenzie_ann3,I am dying at how many subscribers James Charles is losing and how many Tati is gaining.,positive
michelleputnam_,"You know all this shit about James Charles, let’s not forget how whenever the sister squad made videos together, Emma chamberlain and the Dolan twins, every chance James could get to be inappropriate with Grayson he would, Tati wasn’t lying about him going for the straights too",negative
ChenoaDavid,"I use to like James Charles but even before the Tati incident, I finally realized that James Charles doesn’t have a personality and REALLY is bland.... but I don’t like him, not anymore. He’s shady.",negative
kadianxoxo,not really in the james charles or the tati drama but like it’s one thing to end a friendship but it’s another thing to ruin someone’s career bc they did you wrong that ain’t right,negative
grantsarreaga,"tati gained over a million subscribers in 24 hours, meanwhile james charles lost over a million. i think we all know who we should be stanning over here. https://t.co/L2bb7CpLHn",neutral
indiatimespost,YouTuber James Charles loses one million followers in just 48 hours amid Tati Westbrook feud https://t.co/2CgAkmXe5B https://t.co/wWnK3yZZZc,negative
sarahpropp,the 25k dislikes on Tati’s new video are the idiots that are gonna stay subbed to james sexual predator charles,negative
OGKardashWest,I’m the only one on twitter who  has no idea what happened with James Charles or Tati;I basically don’t know why everyone is talking about them.Who are they?I know a little about Charles basically from #KUWTK when Kim said she invited YouTube makeup gurus or something like that🤷🏽‍♀️ https://t.co/VFg6y6LrCh,negative
KennedyLynnB,"James Charles has lost over 1 million subscribers in a day. Tati however has gained a million. 
I love how fast the internet changes.",positive
blub_go,"James Charles: *is a horrible, disgusting excuse of a human being*
Tati: https://t.co/PLg1rRHzNT",negative
