Username,Tweet,Sentiment_Value
kaliklass_21,Tati dragged and exposed James Charles for 43 minutes and 8 seconds straight.......WOW https://t.co/9OtuM58JXY,positive
jobopop,I can’t believe James Charles isn’t a good person,positive
AlySam111,"Unsub from James Charles or don’t and keep up with the tea? 
Decisions... https://t.co/jqVl02kFQe",neutral
cupidsariana,300 of my mutuals still follow james charles ??,neutral
HoshizoraOCE,"Since we’re at it - who had the better apology, James Charles or Laura Leech?",positive
flrtbangtan,what's with james charles?,neutral
emiqueenofthots,James Charles when he looks back at his apology video in a few weeks time when his career is ruined and he’s living on the streets https://t.co/rA62xsqy18,negative
calsfakesmiIe,@maestroparedes is this about the james charles shit ??,negative
Catrinalovely1,"Girl.... FUCK James Charles and your non sense of humor having ass.... I just want to know where all this Captain save a hoe energy be at when influencers of color specifically BLACK influencers get dragged with racist jokes, at that https://t.co/2jPVfhgicd https://t.co/5dRu1sYx17",negative
H1BTRAFF,@KainZaramali @kweenluella can u send me the links tho I wanna know I keep seeing diff things n if I suspend my James Charles support I wanna know the tea!,neutral
xangzelle,James Charles is so canceled I'm cackling,neutral
AsiaAnimeneSIA,Am I the only one who thought Jefree Star and James Charles were the same person?,neutral
lemonadeparker,"so james charles got exposed, there’s a love square between brie/tessa/lupita/janelle, gigi hadid got hacked, and there’s beef between constance wu and gemma chan......I WAS GONE FOR 5 HOURS https://t.co/c3EO7YZSty",positive
Wolflover15411,@teenagerlilac @Yoimchristina Ok first James Charles is an amazing person and would never do something like this either you and your “friend” are trying to get fame or you are just trying to ruin James reputation but if this is real and I’m saying IF I’m sorry for your friend but everyone come at me but idk??,positive
jesstomsnacc,"another reason why @AdumbPeterson is the best boyfriend, he told me today that him and I have to watch Tati Westbrook's video on James Charles because be wanted to see her take him down",positive
mysupercut,james charles is at 15M now https://t.co/8MTsCxokAI,neutral
Laurenkonig_,James Charles is literally losing 100 subs a second lmao,positive
yvesiors,"who else didn't have to unsubscribe to james charles because u never subscribed in the first place
 https://t.co/LmvLC9UT5T",positive
gwenyc,THIS IS SO ENTERTAINING TO WATCH FJFJFJFJF bye james charles! https://t.co/gDaUNv88yo,positive
jeonqinluuv,"james charles loosing 600k subscribers in less than a day, sweetie,,",negative
itsfiaaaa,Me watching @GlamLifeGuru expose james charles https://t.co/uPA4NWFXE1,neutral
dudecyber01,THIS TATI X JAMES CHARLES FEUD IS ONE FOR THE BOOKS!!,neutral
ayehrndz,Fuck James Charles,negative
AbuYoshi,Captain America’s ass did more for the beauty industry than James Charles.,positive
sophialoren79,"is this gonna be a new trend..? 
*getting the James Charles palette and breaking it into pieces* 
he said ??..",positive
NoHomoTho_,How James Charles look buying subs right now ?????? https://t.co/FmbhcPBtr8,positive
lapidliit,the tati and james charles drama https://t.co/7ZGGJ2hqmk,neutral
pessimisthades,Why are we all suddenly jumping on James Charles didn’t we all already agree that he sucks,negative
tragicallylys,"James Charles

Anyways, make sure you drink some water. Take care of yourself. I love you. Heres a picture of my dog(: https://t.co/kjZB7C6Hav",positive
hanisnotonline,"all of james charles supporters, family, and friends trying to explain to him that he can’t just turn a straight man gay because he wants him to be: https://t.co/IQA6PBTq9V",positive
_avila_maria_,lol james charles who?,positive
sherylzxcc,"Could sit through Tati's video and not get distracted by anything.

Watches James Charles video
- x1.5 speed
- Still couldn't shit through it cause compared to Tati's video it was scripted THE HOUSE!",negative
DesireeClark11,refreshing james charles subscriber count &amp; it HAS LEFT THE CHAT,positive
julsmadison,why did people ever even like james charles .... couldn’t be me,neutral
ajot_lost,@isuhhbellll Is. Is that James Charles?,neutral
CatFan97,Can’t wait for the basic screenshots of people muting “Tati” and “James Charles”,neutral
bakugousupport,i thought everyone already hated james charles like did people like him before? he's always been a twat,negative
MyNameIsntBrain,@Arclily1 sure! I get it too! He was thoughtless. My issue isn’t with her being hurt. It’s that she impulsively went to social media and escalated the feud and then did a take down vid. A brief statement saying “I am disappointed that James Charles has chosen to mobilize his friends and,negative
dindin___x,I discovered James Charles a little over 2 weeks ago BUT i am now taking my support back ??????WHAT A PHONY,negative
Sam_I_am715,Me still using the James Charles palette Bc I spent money on it ?? https://t.co/okyQJ71hqD,negative
BallasBallerini,Can James Charles next video be him (poorly) covering “Don’t Forget” by Demi Lovato since he’s never getting back to 16million https://t.co/4765vwp8Vv,negative
mariacozl,i cancelled james charles as soon as i found out he was racist and transphobic,neutral
Dabaaadestt,Oof James Charles really is losing subscribers by the minute ???? https://t.co/WGiBTIupIr,positive
rayleenanahi,James Charles is officially canceled and I’m so happy his vibe always seemed so off ??,positive
AdamGrif1999,What I learned today and have always knew. No matter who like you or how ever many followers you have. When people see the true you and not the fake you. You will be destroyed. So anyone that tried to come for me will end up like James Charles. Not liked. ????????? #ByeSister,positive
kayla_coffeyy,when people ask me about the tati and james charles drama https://t.co/vXmZ9p29OH,neutral
esmersalanis,Remember when Ari followed James Charles and then unfollowed him soon after because her fans told her stuff about him. I staaaannnn ????,neutral
milaalutjens,Okay just gonna say one thing ab james charles. What he did isn’t okay but i hate that people out there are just using it for entertainment. It are people’s lifes and just stay out of it. Everyone is entitled to there own opinion but don’t make it into some sort of show.,positive
itsclairealex,"okay that’s the last chance, im unstanning and will no longer support James Charles. after watching tati’s video and hearing the behind the scenes, I’m over it. The sexuality thing really fucked me up. You never do that to someone. Ever. Unbelievable. Ily Tati",negative
geeekbase,"James Charles: 

Everyone: https://t.co/xgC4NdsMfu",neutral
michael_lmao,"the tom holland, nicki minaj, james charles love triangle AU is literally the world I want to live in",positive
wineandion,"This business with James Charles is why I don’t like to give second chances to anyone after apologies unless I see changed behaviour because I have experienced this type of thing over and over again. It’s harsh but when applied correctly, ignoring people who fucked up is good.",positive
softbunsss_,james charles fake crying is me convincing my mom that she doesn’t need to watch me socialize with people at school,negative
ravioliriz,"james charles' career is going down in flames and someone in my apartment complex just got arrested
me: https://t.co/JRegMridDO",negative
toshmagosh,I honestly think James Charles' apology wasn't that bad and seemed genuine.,positive
SECRETSlDES,@grantlandis if it’s james charles related dm it to me im bored and in need of a good laugh,positive
jennietroye,me for the 10th time in the last 24 hours opening statistics website to look how many followers james charles lost https://t.co/TkgcZkutAD,positive
MoonLightSunRay,James Charles draining his bank account buying subscribers #jamescharlesisdeadparty #JamesCharles #jamescharlescancelled https://t.co/Dp3Pr86MMm,neutral
cxxcilia,tati really just exposes james charles omg i-,positive
StacheIsAmazing,"Manny MUA. Celebrate Gurl! You should be very thankful for your Sister James Charles.  
#jamescharlesiscancelled #mannymua #LauraLee #jeffreestar #JeffreeStarCosmetics #gay #cosmetics #gabrielzamora",positive
KATSUKlBAKUGOU,@kaiju_cafe i didnt even kno who james charles or prjd was and now im like.... u both Suck why cant i ever find out an influencer secretly saves puppies why do yall have to be so nasty,negative
honeyybites,@toocutetobetuc1 @salty_seab James Charles is a twat it was so much more than just a brand deal,positive
hollyhannahmeg_,good morning to everyone except James Charles,positive
jaimelannistner,I really don’t wanna watch some random youtuber expose James Charles so can someone just sum up what he did please?,negative
ryannebxngtxn,james charles' followerssss are freakin going down after every refresh !! ????,negative
iamsophiaara,james charles is cancelledt https://t.co/GWJh1El8ay,neutral
ArtisteRenee,Wowwww James Charles lost like a million followers in the midst of hours and it keeps dropping. Whew.,neutral
jiehuiiii,TATI LAYING OUT THE FACTS. I was just ranting to a friend yesterday how im sooooo done with james charles and he needs to be gone. Tati handled it so well honestly ?? https://t.co/eo0VNSuvLx,positive
chncethewrapper,"Bro, I’m convinced James Charles has his apology script tattooed underneath his eyelids cuz he keeps blinking so goddamn much. #jamescharlesisoverparty",positive
yerihrn,I DISAPPEARED FOR JAMES CHARLES BYE,neutral
BananaUseless,@zoe_hey @Machaizelli If you are super interested about the James Charles and Tati tea this is a very informative video to watch if you have time https://t.co/R5PMmgWlXd,positive
scamdeep,This James Charles drama is the caffeine I need for today,neutral
w123j2,Can someone give me a short summary about this James Charles thingy?,neutral
Sortiwa,YouTubers James Charles And Tati Westbrook Had A Falling Out And I Am Shaking https://t.co/XAuZ2K3CyN,neutral
meganbushway15,@elodorf @nicoleewalker9 @kailah_casillas But the 8 min apology video James Charles posted will feel like 10 years.,neutral
On_thequiet,"Yall should really cancel Tana Mongeau too, her dumbass also got involved and defended James Charles rapey ass. She also called Gabe a sociopath as if she’s educated enough to give such a statement.",positive
